(1,3)
(2,1)
(3,5)
(4,7)
(5,4)
(6,10)
(7,18)
(8,13)
(9,14)
(10,18)
(11,9)
(12,10)
(13,4)
(14,14)
(15,8)
(16,5)
(17,10)
(18,7)
(19,1)
(20,5)
(21,6)
(22,4)
(23,6)
(24,3)
(25,5)
(26,5)
(27,7)
(28,4)
(29,4)
(30,1)
(31,7)
(32,3)
(33,1)
(34,1)
(35,7)
(36,1)
(37,2)
(38,4)
(39,3)
(40,5)
(41,2)
(42,3)
(43,2)
(45,1)
(46,1)
(47,1)
(48,2)
(49,1)
(50,1)
(51,2)
(52,4)
(54,2)
(55,1)
(56,1)
(57,1)
(58,1)
(60,2)
(61,3)
(62,1)
(63,1)
(66,1)
(67,2)
(69,1)
(71,1)
(72,3)
(73,1)
(77,4)
(80,1)
(81,1)
(82,2)
(83,1)
(84,4)
(85,1)
(87,2)
(88,1)
(89,1)
(90,3)
(92,1)
(93,1)
(94,2)
(95,1)
(96,1)
(97,1)
(98,2)
(99,1)
(39,1)
